COUNTY,PRECINCT,PRES16D,PRES16D_AB,PRES16D_AD,PRES16D_ED,PRES16D_PR,PRES16L,PRES16L_AB,PRES16L_AD,PRES16L_ED,PRES16L_PR,PRES16R,PRES16R_AB,PRES16R_AD,PRES16R_ED,PRES16R_PR,REG_VOTE
Fulton,08N2,500,107,287,106,0,22,4,13,5,0,402,53,216,133,0,1143
Fulton,08P,633,11,363,258,1,50,2,18,30,0,168,6,80,82,0,1195
Fulton,09A,1504,48,907,541,8,138,3,66,69,0,465,14,237,214,0,2755
Fulton,09B,197,19,81,97,0,2,0,0,2,0,6,0,1,5,0,318
Fulton,09C,1552,118,862,571,1,24,3,11,10,0,33,4,14,15,0,2433
Fulton,09D,910,52,430,428,0,10,0,3,7,0,19,1,9,9,0,1604
Fulton,09E,1222,40,725,456,1,35,3,16,16,0,49,4,24,21,0,2095
Fulton,09F,1489,118,845,526,0,177,14,72,91,0,969,49,522,397,1,3202
Fulton,09G,1480,55,781,644,0,120,3,44,73,0,399,10,177,212,0,2681
Fulton,09H,466,17,229,220,0,27,0,10,17,0,85,7,28,50,0,837
Fulton,09I,518,11,252,255,0,5,0,2,3,0,10,0,7,3,0,1073
Fulton,09K,1919,92,1052,775,0,30,0,14,16,0,59,4,29,26,0,3588
Fulton,09M,993,30,693,270,0,114,2,66,46,0,288,18,143,127,0,1726
Fulton,10A,1713,89,1077,544,3,25,2,11,12,0,29,3,12,14,0,2418
Fulton,10B,2514,163,1724,622,5,32,1,18,13,0,56,0,35,21,0,3368
Fulton,10C,1259,69,801,382,7,9,1,4,4,0,15,3,8,4,0,2113
Fulton,10D,2057,84,1350,603,20,16,0,12,4,0,53,1,29,22,1,3555
Fulton,10E,545,35,309,200,1,9,2,1,6,0,8,1,3,4,0,817
Fulton,10F,600,42,313,243,2,7,0,4,3,0,18,0,8,10,0,901
Fulton,10G,819,33,534,252,0,2,0,1,1,0,21,2,7,12,0,1109
Fulton,10H1,214,8,138,68,0,3,0,1,2,0,3,0,1,2,0,333
Fulton,10H2,1095,37,632,423,3,23,0,16,7,0,31,0,16,15,0,1882
Fulton,10I,242,14,185,41,2,5,0,5,0,0,10,0,6,4,0,306
Fulton,10J,437,18,151,260,8,6,0,2,4,0,13,1,7,4,1,797
Fulton,10K,842,33,523,286,0,11,0,3,8,0,32,0,15,17,0,1213
Fulton,10M,1233,47,566,609,11,20,1,7,12,0,31,4,14,13,0,2075
Fulton,10P,715,39,365,309,2,11,0,7,4,0,17,0,6,11,0,1149
Fulton,10R,367,7,135,225,0,5,1,1,3,0,8,0,4,4,0,595
Fulton,11B,3038,116,2048,863,11,37,1,23,13,0,64,1,41,22,0,4347
Fulton,11C,1883,66,1545,268,4,18,0,14,4,0,33,0,30,3,0,2494
Fulton,11E1,617,19,396,199,3,12,1,5,6,0,16,2,5,9,0,967
Fulton,11E2,496,14,346,136,0,7,0,4,3,0,6,0,4,2,0,719
Fulton,11E3,1711,38,1168,504,1,23,0,10,13,0,38,2,16,20,0,2570
Fulton,11G,972,37,477,454,4,14,1,7,6,0,19,0,9,10,0,1840
Fulton,11H,347,19,194,134,0,4,0,2,2,0,12,0,6,6,0,548
Fulton,11J,993,58,532,401,2,6,0,2,4,0,28,2,14,12,0,1575
Fulton,11K,1079,37,636,405,1,18,0,6,12,0,27,1,12,14,0,1526
Fulton,11M,1574,43,959,568,4,18,2,10,6,0,29,1,16,12,0,2554
Fulton,11N,1389,49,905,422,13,15,0,6,9,0,30,0,15,15,0,1931
Fulton,11P,1013,74,495,444,0,14,0,6,8,0,18,0,7,11,0,1574
Fulton,11R,768,35,384,347,2,7,1,4,2,0,16,0,9,7,0,1523
Fulton,12A,2389,72,1188,1121,8,65,0,23,42,0,111,3,37,69,2,3914
Fulton,12D,579,13,272,284,10,9,0,6,3,0,11,2,2,7,0,1048
Fulton,12E1,574,24,260,278,12,8,0,3,4,1,26,1,20,5,0,1293
Fulton,12F,437,13,177,246,1,9,0,3,5,1,10,0,2,8,0,781
Fulton,12G,424,9,136,278,1,9,0,3,6,0,27,0,6,21,0,689
Fulton,12H,1664,54,710,895,5,22,0,7,15,0,45,4,13,28,0,2931
Fulton,12I,425,4,222,197,2,4,0,2,2,0,7,0,1,6,0,812
Fulton,12J,1201,32,525,644,0,19,2,6,11,0,26,4,12,10,0,2139
Fulton,12K,1299,28,465,794,12,36,0,14,22,0,65,1,26,36,2,2446
Fulton,12L,252,8,77,166,1,0,0,0,0,0,5,1,1,3,0,471
Fulton,12M,1243,30,536,677,0,12,0,7,5,0,30,3,8,19,0,2073
Fulton,12N,359,2,102,255,0,6,0,2,4,0,8,0,3,5,0,729
Fulton,12S,908,3,591,312,2,12,0,4,8,0,19,0,11,8,0,1474
Fulton,AP01A,587,52,372,161,2,44,1,26,17,0,732,34,516,181,1,1739
Fulton,AP01B,247,7,160,79,1,30,0,17,13,0,203,13,133,57,0,685
Fulton,AP01C,655,39,446,170,0,84,3,48,33,0,831,54,592,185,0,1952
Fulton,AP01D,293,22,197,74,0,29,3,8,18,0,222,13,144,65,0,713
Fulton,AP02B,109,45,47,17,0,7,1,3,3,0,122,45,55,22,0,352
Fulton,AP03,298,5,149,143,1,12,0,3,9,0,96,0,37,57,2,619
Fulton,AP04A,439,24,312,102,1,59,4,37,18,0,731,49,486,195,1,1472
Fulton,AP04B,137,6,103,28,0,16,1,11,4,0,165,8,117,40,0,364
Fulton,AP05,1275,87,836,348,4,111,10,56,45,0,1793,107,1085,600,1,3956
Fulton,AP06,485,21,376,87,1,82,2,58,22,0,735,34,528,173,0,1647
Fulton,AP07A,962,60,630,272,0,116,3,57,56,0,1091,71,649,370,1,2853
Fulton,AP07B,463,32,337,93,1,46,3,28,14,1,604,43,400,160,1,1353
Fulton,AP09A,1324,89,868,364,3,135,5,67,62,1,1366,92,903,369,2,3612
Fulton,AP09B,300,8,218,74,0,20,3,9,8,0,224,7,160,57,0,681
Fulton,AP021,879,47,635,195,2,118,10,77,31,0,1010,70,703,235,2,2491
Fulton,AP022,706,43,525,138,0,77,2,41,34,0,677,55,434,188,0,1860
Fulton,AP10,249,22,167,58,2,38,2,18,18,0,421,19,273,129,0,866
Fulton,AP12A,257,9,148,100,0,15,1,8,6,0,141,2,92,47,0,548
Fulton,AP12B,255,7,151,97,0,14,1,9,4,0,118,1,69,48,0,529
Fulton,AP12C,353,10,250,93,0,33,0,19,14,0,472,21,353,98,0,1116
Fulton,AP13,838,39,617,182,0,55,0,40,15,0,915,59,639,217,0,2248
Fulton,AP14,942,68,621,252,1,128,16,65,47,0,1078,62,727,287,2,2643
Fulton,CH01,107,1,57,48,1,6,1,4,1,0,44,0,28,16,0,225
Fulton,CH02,135,5,84,45,1,3,0,3,0,0,182,4,78,99,1,396
Fulton,CH03,75,3,38,34,0,10,0,4,6,0,160,1,66,93,0,288
Fulton,CH04A,185,10,112,63,0,14,1,5,8,0,204,5,109,90,0,474
Fulton,CH05,49,0,30,19,0,13,0,2,11,0,211,5,109,97,0,341
Fulton,CP01B,157,8,103,46,0,9,0,4,5,0,73,6,47,20,0,332
Fulton,CP011,529,7,349,169,4,23,1,6,16,0,126,7,84,35,0,950
Fulton,CP012,590,25,409,154,2,29,2,13,14,0,163,2,114,47,0,1043
Fulton,CP02,445,16,280,148,1,26,0,16,10,0,73,2,51,20,0,840
Fulton,CP04,23,2,13,7,1,0,0,0,0,0,2,1,1,0,0,59
Fulton,CP05B,57,2,29,26,0,1,0,1,0,0,1,0,1,0,0,101
Fulton,CP051,877,24,558,289,6,10,0,4,6,0,39,5,25,9,0,1439
Fulton,CP06A,213,2,129,79,3,2,0,1,1,0,12,0,5,7,0,432
Fulton,CP07A,441,5,194,233,9,10,1,2,7,0,10,1,3,6,0,1002
Fulton,CP081,133,5,51,76,1,2,0,1,1,0,4,0,1,3,0,328
Fulton,CP083,83,1,21,59,2,1,0,0,1,0,1,0,0,1,0,239
Fulton,CP08A,209,1,78,121,9,3,0,0,3,0,4,0,2,2,0,514
Fulton,EP01,2572,56,1554,953,9,70,2,32,36,0,266,5,135,126,0,4426
Fulton,EP02,2634,72,1610,948,4,75,0,42,33,0,275,10,158,107,0,4569
Fulton,EP03,3314,95,2220,991,8,63,2,36,25,0,173,10,109,54,0,4894
Fulton,EP04-05,2549,57,1566,922,4,25,0,12,13,0,84,7,49,28,0,4275
Fulton,EP04-13,1021,20,725,276,0,11,0,5,6,0,17,0,12,5,0,1474
Fulton,FA01A,4191,115,3056,999,21,86,3,47,36,0,598,45,424,127,2,6522
Fulton,FA01B,358,14,238,103,3,6,2,0,4,0,20,1,9,10,0,524
Fulton,HP01,1205,35,521,642,7,70,1,27,42,0,495,18,206,270,1,2537
Fulton,JC01,1870,126,1160,577,7,120,7,61,51,1,1322,82,767,471,2,4228
Fulton,JC02,722,52,446,222,2,35,7,19,9,0,697,91,384,222,0,1836
Fulton,JC03A,196,17,118,61,0,17,4,7,6,0,199,15,122,62,0,473
Fulton,JC03B,549,21,324,203,1,38,2,14,22,0,373,9,204,160,0,1224
Fulton,JC04A,1410,140,1015,252,3,151,24,86,41,0,1381,136,931,314,0,3649
Fulton,JC04B,91,3,63,25,0,9,2,7,0,0,74,4,51,19,0,230
Fulton,JC05,736,31,513,192,0,81,2,42,37,0,651,15,445,189,2,1864
Fulton,JC06,713,65,427,220,1,55,6,21,28,0,1025,103,593,329,0,2350
Fulton,JC07,1390,89,916,384,1,107,4,66,37,0,1207,60,814,333,0,3463
Fulton,JC08,872,38,632,198,4,110,9,56,43,2,964,43,705,208,8,2395
Fulton,JC09,1059,57,678,323,1,89,2,45,42,0,806,49,470,285,2,2502
Fulton,JC10,800,42,518,239,1,69,3,36,30,0,619,36,347,234,2,1921
Fulton,JC11,897,61,610,226,0,77,4,46,27,0,1224,62,845,317,0,2794
Fulton,JC12,579,56,434,87,2,41,6,24,11,0,1177,95,883,196,3,2197
Fulton,JC13A,449,39,325,85,0,61,5,30,26,0,1011,69,724,218,0,1898
Fulton,JC13B,38,3,27,8,0,9,2,5,2,0,153,17,113,23,0,259
Fulton,JC14,708,72,508,127,1,60,5,37,18,0,1000,81,709,210,0,2197
Fulton,JC15,294,16,186,92,0,29,0,15,14,0,202,12,111,79,0,676
Fulton,JC16,802,41,525,236,0,102,6,46,50,0,907,38,532,336,1,2195
Fulton,JC18,791,41,568,181,1,100,3,50,45,2,1100,51,688,359,2,2455
Fulton,JC19,1251,63,969,217,2,143,11,88,44,0,1239,60,962,215,2,3221
Fulton,ML011,627,21,479,125,2,87,4,55,28,0,985,49,699,233,4,2050
Fulton,ML012,103,6,73,24,0,12,3,4,5,0,232,11,181,40,0,430
Fulton,ML01B,19,2,17,0,0,3,0,2,1,0,37,0,29,8,0,70
Fulton,ML021,300,10,197,93,0,65,0,34,31,0,938,14,620,304,0,1627
Fulton,ML022,35,2,26,7,0,17,0,10,7,0,104,3,70,31,0,204
Fulton,ML023,266,21,177,67,1,49,3,31,15,0,716,23,531,161,1,1281
Fulton,ML024,16,0,14,2,0,3,0,1,2,0,57,5,42,10,0,88
Fulton,ML03,755,53,517,181,4,131,14,68,49,0,1799,105,1219,471,4,3312
Fulton,ML04A,433,31,290,112,0,61,3,39,19,0,738,43,529,165,1,1528
Fulton,ML04B,250,27,164,59,0,36,3,15,18,0,571,41,373,157,0,1061
Fulton,ML04C,18,1,15,2,0,1,0,0,1,0,52,0,43,9,0,74
Fulton,ML05A,18,2,12,4,0,0,0,0,0,0,14,2,10,2,0,35
Fulton,ML05B,84,7,49,28,0,4,0,2,2,0,185,10,125,50,0,329
Fulton,ML05C,1243,74,815,354,0,116,6,54,55,1,1414,93,870,450,1,3503
Fulton,ML06A,687,12,448,222,5,46,0,27,19,0,367,13,197,156,1,1514
Fulton,ML06B,1032,36,652,344,0,92,4,51,37,0,710,40,442,228,0,2340
Fulton,ML071,32,3,16,13,0,3,0,3,0,0,45,0,23,22,0,84
Fulton,ML072,220,15,123,81,1,30,1,10,19,0,546,53,271,222,0,952
Fulton,ML07A,139,9,86,42,2,21,2,11,8,0,330,15,171,144,0,615
Fulton,MP01,161,4,31,126,0,20,0,0,20,0,151,4,22,124,1,408
Fulton,PA01,1077,29,600,444,4,33,2,19,12,0,390,16,243,131,0,2057
Fulton,RW01,1253,115,807,329,2,145,9,57,79,0,2034,174,1247,613,0,4176
Fulton,RW02,1232,61,789,381,1,173,7,92,73,1,1450,82,900,463,5,3443
Fulton,RW03,1445,59,888,493,5,150,9,63,78,0,1189,65,705,417,2,3605
Fulton,RW04,599,18,445,136,0,86,3,46,37,0,674,35,427,212,0,1634
Fulton,RW05,710,27,412,270,1,72,3,38,31,0,424,27,228,169,0,1739
Fulton,RW06,936,47,587,302,0,104,6,51,47,0,921,57,503,361,0,2459
Fulton,RW07A,532,13,263,251,5,40,0,19,21,0,111,1,65,45,0,1110
Fulton,RW07B,170,3,89,77,1,11,0,5,6,0,63,4,30,29,0,317
Fulton,RW08,527,66,309,151,1,78,8,37,33,0,960,91,569,298,2,1955
Fulton,RW09,1404,124,951,325,4,190,16,105,69,0,2761,200,1692,856,13,5303
Fulton,RW10,935,88,609,235,3,123,7,70,46,0,1361,104,814,440,3,2944
Fulton,RW11A,830,35,517,275,3,105,2,47,55,1,819,33,444,342,0,2250
Fulton,RW12,1627,93,1088,441,5,192,7,96,89,0,2555,172,1514,867,2,5256
Fulton,RW13,1061,49,654,355,3,158,5,80,73,0,1286,78,717,489,2,3127
Fulton,RW16,560,24,363,173,0,54,3,27,24,0,747,52,438,257,0,1641
Fulton,RW17,972,44,648,276,4,110,5,57,48,0,660,33,426,201,0,2351
Fulton,RW19,569,45,361,163,0,76,6,36,34,0,858,47,479,332,0,1834
Fulton,RW20,869,35,672,159,3,92,8,54,29,1,1039,43,740,255,1,2224
Fulton,RW21,819,50,572,197,0,112,4,67,41,0,1327,94,933,298,2,2833
Fulton,RW22A,1401,39,911,450,1,143,7,80,55,1,940,45,647,248,0,3384
Fulton,SC01B,2710,73,2204,431,2,27,0,22,5,0,86,4,67,15,0,3501
Fulton,SC02,625,29,501,94,1,9,0,7,2,0,20,1,14,5,0,780
Fulton,SC04,395,7,241,142,5,11,1,4,6,0,222,5,109,107,1,797
Fulton,SC05A,424,11,305,103,5,13,0,8,5,0,9,2,4,3,0,542
Fulton,SC05B,2018,48,1640,330,0,32,1,21,10,0,67,8,52,7,0,2699
Fulton,SC05D,1500,26,1121,349,4,25,1,15,9,0,135,11,101,23,0,2122
Fulton,SC07A,3071,72,2358,631,10,43,1,33,9,0,350,11,261,76,2,4442
Fulton,SC08B,1915,40,1315,553,7,38,0,17,21,0,63,6,40,17,0,2742
Fulton,SC08C,56,0,50,6,0,1,0,1,0,0,0,0,0,0,0,62
Fulton,SC08D,316,2,214,100,0,6,1,4,1,0,7,0,4,3,0,433
Fulton,SC08E,274,4,165,105,0,6,0,5,1,0,1,0,0,1,0,373
Fulton,SC08F,361,14,255,92,0,6,0,4,2,0,19,1,11,7,0,593
Fulton,SC08G,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15
Fulton,SC09A,1752,42,1066,625,19,25,1,13,10,1,81,8,34,37,2,2725
Fulton,SC09B,1038,25,789,223,1,19,0,10,9,0,33,1,18,13,1,1392
Fulton,SC10,784,20,399,362,3,14,1,4,9,0,27,0,18,9,0,1436
Fulton,SC11A,828,19,502,305,2,8,0,4,4,0,23,2,12,9,0,1183
Fulton,SC11B,930,29,574,326,1,12,0,8,4,0,24,1,12,11,0,1325
Fulton,SC13,1479,39,1184,256,0,13,1,10,2,0,85,3,58,24,0,2041
Fulton,SC14,528,14,382,128,4,7,0,3,4,0,18,0,9,9,0,1079
Fulton,SC15,3905,110,3028,763,4,64,4,40,20,0,168,8,125,35,0,5207
Fulton,SC16,2873,96,2230,541,6,24,1,15,8,0,63,3,38,21,1,3759
Fulton,SC17A,35,0,27,8,0,0,0,0,0,0,0,0,0,0,0,48
Fulton,SC17C,647,21,511,115,0,9,0,6,3,0,28,1,16,11,0,954
Fulton,SC18A,305,15,245,45,0,5,0,4,1,0,11,2,4,5,0,429
Fulton,SC18B,3184,90,2657,435,2,39,2,27,10,0,101,8,71,22,0,4047
Fulton,SC19A,113,2,94,16,1,1,0,1,0,0,3,1,2,0,0,155
Fulton,SC19B,696,16,415,262,3,1,0,1,0,0,23,1,11,11,0,1102
Fulton,SC211,744,14,503,226,1,8,0,4,4,0,30,3,20,7,0,987
Fulton,SC212,1744,29,1240,474,1,31,0,23,8,0,112,4,70,38,0,2557
Fulton,SC23A,2951,54,1721,1172,4,34,2,13,19,0,92,3,42,47,0,4341
Fulton,SC23B,294,3,198,92,1,1,0,1,0,0,8,1,4,3,0,407
Fulton,SC27,1276,38,909,329,0,11,0,7,4,0,40,2,20,18,0,1871
Fulton,SC29A,1635,51,989,590,5,21,2,8,11,0,51,7,23,21,0,2352
Fulton,SC30A,91,18,58,12,3,2,0,2,0,0,2,0,1,1,0,122
Fulton,SC30B,570,14,359,196,1,11,0,5,6,0,10,1,3,6,0,858
Fulton,SS01,852,76,526,249,1,90,9,35,46,0,1278,90,702,486,0,2698
Fulton,SS02A,414,31,306,72,5,43,2,27,14,0,316,21,230,64,1,1017
Fulton,SS02B,539,24,401,114,0,43,2,29,11,1,197,8,146,43,0,1049
Fulton,SS03,492,28,324,140,0,61,4,27,30,0,430,15,251,163,1,1194
Fulton,SS04,1225,43,795,377,10,113,4,57,51,1,675,29,392,251,3,2703
Fulton,SS05,652,46,438,168,0,66,4,34,28,0,657,30,408,219,0,1629
Fulton,SS06,465,28,340,83,14,44,1,24,18,1,523,30,337,149,7,1203
Fulton,SS07A,265,40,176,49,0,29,3,16,10,0,361,69,214,78,0,821
Fulton,SS07B,180,19,121,40,0,28,0,12,16,0,152,10,91,51,0,456
Fulton,SS07C,246,59,126,61,0,18,4,6,8,0,234,55,126,53,0,686
Fulton,SS08A,502,21,306,173,2,39,0,14,25,0,266,11,140,114,1,1063
Fulton,SS08B,210,14,149,47,0,18,1,7,10,0,210,15,133,62,0,566
Fulton,SS08C,230,14,166,50,0,21,1,10,10,0,133,7,79,47,0,509
Fulton,SS08D,431,24,294,113,0,36,2,24,10,0,280,25,172,83,0,1001
Fulton,SS09A,969,112,652,205,0,92,4,55,33,0,1122,66,689,367,0,2713
Fulton,SS09B,1122,115,785,222,0,97,10,52,35,0,1266,77,854,334,1,3068
Fulton,SS11A,1383,86,839,450,8,124,5,59,59,1,914,68,472,368,6,3165
Fulton,SS11B,489,19,316,154,0,42,2,17,23,0,224,12,148,61,3,1009
Fulton,SS11C,117,3,61,53,0,6,0,2,4,0,33,2,20,11,0,222
Fulton,SS11D,103,13,62,28,0,15,2,7,6,0,130,5,97,28,0,297
Fulton,SS12,896,95,546,254,1,110,10,59,40,1,837,73,507,256,1,2290
Fulton,SS13A,487,18,269,198,2,49,2,20,25,2,462,12,203,246,1,1313
Fulton,SS13B,303,14,172,117,0,24,2,11,11,0,237,11,150,76,0,777
Fulton,SS14,390,28,260,102,0,54,2,20,32,0,578,29,323,226,0,1205
Fulton,SS15A,974,29,522,421,2,71,1,25,45,0,198,20,97,80,1,2011
Fulton,SS15B,608,21,353,233,1,38,0,14,24,0,308,13,161,134,0,1318
Fulton,SS16,655,44,439,172,0,75,5,32,37,1,834,59,446,328,1,1886
Fulton,SS17,1089,71,680,332,6,84,13,35,36,0,1169,73,726,370,0,3028
Fulton,SS18A,226,16,154,55,1,15,0,7,8,0,247,15,156,76,0,578
Fulton,SS18B,78,5,57,16,0,7,1,3,3,0,98,4,64,30,0,213
Fulton,SS19A,1251,41,868,341,1,77,8,42,27,0,447,15,313,119,0,2527
Fulton,SS19B,909,25,652,230,2,68,1,48,19,0,334,18,237,79,0,1842
Fulton,SS20,742,28,486,226,2,45,3,26,16,0,393,22,273,98,0,1639
Fulton,SS22,983,96,603,281,3,55,0,20,34,1,655,53,358,242,2,2337
Fulton,SS25,453,47,278,128,0,47,4,21,22,0,622,57,352,213,0,1428
Fulton,SS26,1478,40,970,467,1,92,4,51,37,0,332,15,213,103,1,2850
Fulton,SS29A,966,49,651,266,0,86,1,41,44,0,681,50,380,251,0,2287
Fulton,SS31,382,33,279,70,0,22,5,9,8,0,333,14,247,71,1,925
Fulton,UC01A,1698,37,1010,646,5,40,2,19,19,0,81,3,47,31,0,2871
Fulton,UC01B,204,3,123,77,1,5,1,3,1,0,3,0,2,1,0,342
Fulton,UC01E,69,1,51,17,0,2,0,1,1,0,2,0,2,0,0,86
Fulton,UC02A,3879,79,2709,1084,7,53,0,26,27,0,167,13,97,57,0,5657
Fulton,UC02B,10,0,6,4,0,0,0,0,0,0,6,0,6,0,0,20
Fulton,UC031,1019,28,581,401,9,25,2,15,8,0,281,42,128,111,0,1960
Fulton,UC032,77,5,34,37,1,1,0,0,1,0,13,2,7,4,0,128
Gilmer,ELLIJAY SOUTH,306,34,195,76,1,40,2,26,12,0,1372,70,866,435,1,2186
Gilmer,CARTECAY,124,10,73,41,0,16,2,5,9,0,864,39,389,433,3,1197
Gilmer,TAILS CREEK,115,4,54,56,1,18,0,7,11,0,787,26,341,418,2,1169
Gilmer,TOWN CREEK,82,8,34,40,0,12,0,4,8,0,555,16,252,287,0,832
Gilmer,LEACHES,225,12,132,80,1,39,1,26,12,0,1235,57,670,508,0,1907
Gilmer,CHERRY LOG,129,8,47,74,0,11,0,4,7,0,458,28,154,276,0,709
Gilmer,BOARDTOWN,136,12,74,50,0,26,1,14,11,0,738,40,338,360,0,1051
Gilmer,MOUNTAINTOWN,106,10,43,53,0,17,0,7,10,0,576,23,284,268,1,848
Gilmer,EAST ELLIJAY,151,14,100,37,0,23,0,6,17,0,803,49,484,269,1,1237
Gilmer,ELLIJAY NORTH,154,11,87,56,0,31,3,14,14,0,763,54,427,282,0,1235
Gilmer,YUKON,78,3,38,37,0,26,2,7,17,0,647,16,286,344,1,916
Gilmer,BIG CREEK,152,12,81,59,0,22,0,12,10,0,728,36,375,317,0,1078
Gilmer,ELLIJAY NORTHEAST,207,11,163,32,1,12,1,9,2,0,951,61,645,243,2,1383
Glascock,Edgehill,6,0,2,4,0,0,0,0,0,0,90,4,33,53,0,107
Glascock,Gibson,46,5,19,22,0,9,1,2,6,0,410,26,237,147,0,598
Glascock,Mill,33,3,15,15,0,5,0,3,2,0,473,22,259,192,0,644
Glascock,Mitchell,53,7,12,34,0,3,0,1,2,0,262,7,115,140,0,384
Glynn,Sterling Elem School,465,25,232,206,2,43,2,18,23,0,1916,60,941,909,6,3105
Glynn,Marshes of Glynn,467,28,232,206,1,23,0,2,21,0,1312,29,480,800,3,2276
Glynn,Satilla Marsh School,381,22,198,160,1,41,3,15,23,0,1190,30,542,618,0,2014
Glynn,Glyndale School,195,7,102,85,1,33,2,10,21,0,1302,62,729,511,0,1905
Glynn,Christian Renewal,612,19,407,186,0,72,3,37,32,0,1755,71,1184,499,1,2894
Glynn,Oglethorpe Point,450,52,298,100,0,40,5,22,13,0,1366,56,947,363,0,2166
Glynn,St Williams Church,856,56,582,218,0,83,6,32,45,0,2094,76,1434,581,3,3648
Glynn,First Baptist,860,45,630,185,0,87,1,41,45,0,1926,77,1336,512,1,3508
Glynn,Jekyll Island,200,13,40,147,0,11,1,2,8,0,270,13,48,208,1,581
Glynn,Sterling Church of God,546,33,289,223,1,44,2,14,28,0,1313,50,596,663,4,2586
Glynn,SE Baptist Bldg,262,8,137,114,3,25,0,7,18,0,774,16,394,362,2,1456
Glynn,Career Academy,396,17,230,148,1,54,1,20,33,0,1256,45,620,591,0,2160
Glynn,C B Greer School,475,24,251,200,0,36,2,10,24,0,1328,31,632,664,1,2434
Glynn,Ballard Complex,499,36,239,222,2,51,5,21,24,1,1129,65,622,441,1,2322
Glynn,Northside Church,966,51,500,413,2,41,1,16,24,0,689,32,303,353,1,2392
Glynn,Abundant Life,761,60,365,332,4,27,1,7,19,0,569,23,258,285,3,2029
Glynn,College Place,724,55,351,314,4,28,2,13,12,1,488,36,258,194,0,1712
Glynn,Howard Coffin Park,911,45,438,424,4,58,1,16,41,0,513,14,236,260,3,2287
Glynn,Burroughs,1371,130,629,608,4,21,2,8,11,0,132,12,69,51,0,2583
Glynn,Selden Park,378,21,159,194,4,7,1,2,4,0,190,13,73,104,0,914
Gordon,SUGAR VALLEY,84,1,34,49,0,20,2,1,17,0,738,10,261,466,1,1053
Gordon,PLAINVILLE,131,5,54,72,0,28,1,12,15,0,872,28,335,508,1,1379
Gordon,SONORAVILLE,388,16,185,187,0,93,4,34,53,2,2625,47,1308,1267,3,3918
Gordon,PINE CHAPEL,63,3,31,29,0,7,0,2,5,0,488,9,200,278,1,716
Gordon,OOSTANAULA,80,3,38,39,0,8,0,0,8,0,315,13,96,205,1,502
Gordon,OAKMAN,95,3,35,57,0,18,0,5,13,0,552,20,172,360,0,891
Gordon,GORDON COUNTY,589,24,330,235,0,68,4,35,29,0,2588,77,1524,984,3,4361
Gordon,CALHOUN CITY,1137,76,640,417,4,146,7,69,69,1,3247,111,2144,989,3,6291
Gordon,LILY POND,141,8,76,57,0,24,1,6,17,0,847,23,454,370,0,1329
Gordon,FAIRMOUNT,105,3,21,80,1,29,0,10,19,0,967,34,257,675,1,1414
Gordon,RED BUD,256,12,106,138,0,44,0,18,26,0,1283,31,598,651,3,2052
Gordon,RESACA,112,3,37,72,0,22,0,7,15,0,669,21,259,389,0,1028
Grady,Blowing Cave,79,1,38,38,2,5,0,3,2,0,416,8,203,204,1,653
Grady,Cairo 4th District,1096,39,682,373,2,17,2,7,8,0,269,19,182,68,0,2013
Grady,Cairo 5th District,615,20,349,245,1,26,3,9,14,0,846,30,551,264,1,1979
Grady,Duncanville,118,2,46,70,0,7,0,1,6,0,202,2,67,133,0,400
Grady,Higdon,171,6,63,101,1,9,0,1,8,0,352,6,135,211,0,699
Grady,Limesink,27,0,19,8,0,1,0,0,1,0,165,4,60,101,0,250
Grady,Midway,177,11,104,62,0,13,1,3,9,0,666,21,411,232,2,1085
Grady,Pine Park,159,6,85,68,0,8,0,2,6,0,364,8,175,181,0,728
Grady,Ragan,93,3,49,41,0,3,0,2,1,0,241,6,104,131,0,437
Grady,Spence,40,2,16,22,0,10,0,3,7,0,411,22,166,222,1,578
Grady,Spring Hill,43,0,16,25,2,5,0,1,4,0,335,3,138,194,0,476
Grady,Whigham,180,8,82,90,0,11,1,5,5,0,543,17,281,245,0,964
Grady,Woodland,215,9,150,56,0,20,1,7,12,0,1243,34,806,402,1,1799
Greene,Greensboro,1257,209,635,411,2,37,5,19,12,1,708,24,541,142,1,2640
Greene,Greshamville,110,9,50,51,0,6,0,3,3,0,420,7,170,243,0,651
Greene,Woodville,184,16,55,113,0,2,0,2,0,0,189,12,72,105,0,470
Greene,Union Point,386,28,141,217,0,16,1,8,7,0,359,13,182,164,0,1029
Greene,Siloam,360,32,138,190,0,5,0,2,3,0,296,10,185,101,0,860
Greene,White Plains,122,20,52,50,0,1,0,1,0,0,125,3,71,51,0,307
Greene,Walker,233,33,148,51,1,25,3,15,7,0,1007,49,748,210,0,1490
Greene,Old Salem,547,44,414,88,1,59,1,38,20,0,2386,142,1824,419,1,3448
Gwinnett,HARBINS A,1470,43,800,623,4,156,1,50,105,0,2026,101,1063,856,6,4688
Gwinnett,ROCKBRIDGE A,1705,48,918,730,9,61,4,13,44,0,539,48,262,228,1,3006
Gwinnett,DACULA,1368,51,746,567,4,109,4,48,57,0,1303,50,758,492,3,3648
Gwinnett,SUWANEE A,437,18,234,183,2,46,3,13,30,0,468,27,244,194,3,1291
Gwinnett,BAYCREEK A,755,30,403,321,1,62,5,22,35,0,1011,77,409,525,0,2272
Gwinnett,GOODWINS A,1215,48,529,630,8,99,3,22,72,2,940,66,358,515,1,3049
