




Precinct                      Registered Voters             Ballots Cast                  Voter Turnout                 
Marietta 6A                   1949                          101                           12                            81                            9                             0                             203                           133                           20                            106                           12                            1                             272                           475                           
Marietta 6B                   2346                          601                           75                            328                           96                            1                             1101                          394                           40                            313                           49                            5                             801                           1902                          
Marietta 7A                   2667                          64                            9                             78                            1                             1                             153                           97                            19                            86                            7                             0                             209                           362                           
Mount Bethel 01               3618                          1285                          226                           170                           482                           2                             2165                          402                           67                            102                           214                           3                             788                           2953                          
Mount Bethel 03               2731                          678                           158                           114                           516                           1                             1467                          282                           61                            95                            251                           1                             690                           2157                          
Mount Bethel 04               2681                          857                           185                           118                           394                           1                             1555                          283                           58                            85                            160                           1                             587                           2142                          
Nicholson 01                  2082                          551                           94                            126                           310                           1                             1082                          273                           26                            85                            150                           1                             535                           1617                          
Powers Ferry 01               2830                          24                            5                             24                            2                             1                             56                            26                            2                             16                            1                             0                             45                            101                           
Post Oak 01                   3181                          1182                          173                           444                           110                           1                             1910                          361                           41                            243                           32                            0                             677                           2587                          
Pope 01                       2711                          878                           145                           407                           79                            1                             1510                          365                           41                            233                           29                            0                             668                           2178                          
Palmer 01                     2190                          312                           58                            63                            174                           1                             608                           148                           14                            44                            56                            0                             262                           870                           
Rocky Mountain 01             2886                          974                           112                           311                           224                           2                             1623                          369                           41                            208                           80                            2                             700                           2323                          
Roswell 01                    4798                          1788                          266                           418                           362                           1                             2835                          593                           116                           252                           225                           0                             1186                          4021                          
Roswell 02                    3219                          1230                          169                           205                           288                           3                             1895                          386                           100                           134                           108                           0                             728                           2623                          
Sandy Plains 01               2476                          759                           109                           339                           64                            3                             1274                          390                           51                            240                           26                            0                             707                           1981                          
Shallowford Fall 01           2942                          1014                          152                           411                           121                           0                             1698                          349                           62                            254                           46                            0                             711                           2409                          
Simpson 01                    1670                          546                           117                           226                           64                            2                             955                           206                           35                            118                           25                            2                             386                           1341                          
Sewell Mill 01                2923                          981                           138                           296                           142                           1                             1558                          430                           69                            198                           64                            1                             762                           2320                          
Sewell Mill 03                3761                          833                           159                           319                           162                           2                             1475                          651                           72                            384                           106                           3                             1216                          2691                          
Sope Creek 01                 1953                          704                           122                           134                           230                           1                             1191                          245                           19                            77                            104                           1                             446                           1637                          
Sope Creek 02                 3862                          1049                          206                           343                           302                           5                             1905                          473                           102                           312                           197                           4                             1088                          2993                          
Sope Creek 03                 2533                          978                           130                           101                           246                           4                             1459                          299                           54                            55                            147                           0                             555                           2014                          
Timber Ridge 01               2221                          893                           108                           94                            237                           2                             1334                          300                           60                            69                            94                            0                             523                           1857                          
Wileo 01                      2528                          933                           146                           344                           97                            2                             1522                          325                           43                            198                           24                            0                             590                           2112                          
Totals:                       137038                        37966                         6066                          11257                         10178                         79                            65546                         16285                         2462                          8221                          4898                          50                            31916                         97462                         

                                                                                                                                                                                  U.S. Representative, District 11
                                                            BARRY LOUDERMILK (I)                                                                                                                                                                DON WILSON                                                                                                                                                                          
Precinct                      Registered Voters             Election Day                  Absentee by Mail              Advance in Person 1           Advance in Person 2           Provisional                   Choice Total                  Election Day                  Absentee by Mail              Advance in Person 1           Advance in Person 2           Provisional                   Choice Total                  Total                         
Acworth 1A                    4166                          954                           128                           194                           619                           1                             1896                          573                           85                            166                           475                           1                             1300                          3196                          
Acworth 1B                    3866                          930                           146                           165                           484                           1                             1726                          539                           82                            157                           289                           3                             1070                          2796                          
Acworth 1C                    3718                          726                           76                            112                           268                           1                             1183                          745                           57                            218                           436                           5                             1461                          2644                          
Big Shanty 01                 2283                          582                           63                            166                           180                           2                             993                           374                           29                            141                           85                            0                             629                           1622                          
Big Shanty 02                 2595                          794                           87                            149                           329                           1                             1360                          359                           49                            122                           173                           1                             704                           2064                          
Baker 01                      3834                          968                           80                            120                           295                           3                             1466                          715                           61                            255                           313                           7                             1351                          2817                          
Chattahoochee 01              4413                          340                           31                            80                            169                           2                             622                           422                           79                            240                           185                           4                             930                           1552                          
Cheatham Hill 02              2559                          702                           83                            498                           167                           4                             1454                          232                           46                            288                           49                            1                             616                           2070                          
Cheatham Hill 03              3387                          749                           126                           764                           106                           1                             1746                          366                           65                            551                           43                            1                             1026                          2772                          
Chalker 01                    4137                          737                           116                           252                           362                           3                             1470                          688                           77                            302                           314                           5                             1386                          2856                          
Dobbins 01                    3308                          249                           39                            105                           90                            4                             487                           805                           82                            438                           306                           12                            1643                          2130                          
Dowell 01                     2738                          601                           75                            464                           111                           0                             1251                          371                           45                            423                           79                            2                             920                           2171                          
Durham 01                     3590                          1221                          152                           355                           505                           1                             2234                          316                           42                            135                           129                           1                             623                           2857                          
Elizabeth 01                  2943                          468                           37                            249                           92                            2                             848                           587                           39                            362                           133                           3                             1124                          1972                          
East Piedmont 01              1977                          366                           33                            117                           89                            1                             606                           322                           29                            175                           90                            2                             618                           1224                          
Fair Oaks 01                  3167                          305                           64                            271                           31                            0                             671                           686                           55                            678                           84                            3                             1506                          2177                          
Fair Oaks 02                  3538                          349                           51                            202                           50                            1                             653                           849                           59                            515                           106                           2                             1531                          2184                          
Fair Oaks 05                  1511                          176                           23                            92                            13                            1                             305                           301                           46                            155                           36                            2                             540                           845                           
Ford 01                       2728                          928                           107                           255                           419                           1                             1710                          223                           38                            105                           117                           0                             483                           2193                          
Frey 01                       2123                          669                           93                            179                           274                           2                             1217                          247                           22                            96                            89                            2                             456                           1673                          
Harrison 01                   2411                          696                           130                           369                           316                           0                             1511                          206                           29                            130                           77                            0                             442                           1953                          
Hayes 01                      3392                          1000                          136                           413                           426                           1                             1976                          342                           47                            195                           131                           1                             716                           2692                          
Kennesaw 1A                   1993                          484                           42                            102                           144                           1                             773                           357                           24                            114                           120                           1                             616                           1389                          
Kennesaw 2A                   3043                          810                           88                            247                           250                           1                             1396                          468                           50                            205                           159                           0                             882                           2278                          
Kennesaw 3A                   4537                          755                           105                           336                           211                           1                             1408                          842                           92                            548                           328                           10                            1820                          3228                          
Kennesaw 4A                   2999                          712                           93                            165                           320                           0                             1290                          539                           44                            163                           218                           3                             967                           2257                          
Kennesaw 5A                   4676                          1534                          71                            181                           318                           4                             2108                          838                           70                            275                           338                           4                             1525                          3633                          
Kemp 01                       1666                          454                           85                            292                           203                           0                             1034                          123                           20                            118                           40                            0                             301                           1335                          
Kemp 02                       3319                          825                           123                           515                           333                           0                             1796                          314                           44                            375                           144                           1                             878                           2674                          
Kemp 03                       3372                          1040                          145                           371                           619                           2                             2177                          225                           32                            169                           138                           0                             564                           2741                          
Lost Mountain 01              2908                          508                           130                           373                           688                           2                             1701                          166                           53                            219                           224                           0                             662                           2363                          
Lost Mountain 02              3572                          1124                          168                           408                           604                           3                             2307                          242                           41                            170                           138                           2                             593                           2900                          
Lost Mountain 03              4312                          798                           165                           439                           1169                          1                             2572                          289                           56                            253                           346                           0                             944                           3516                          
Lost Mountain 04              2320                          698                           100                           257                           308                           1                             1364                          176                           42                            125                           127                           2                             472                           1836                          
Lewis 01                      1398                          506                           43                            97                            177                           2                             825                           181                           16                            48                            55                            0                             300                           1125                          
McClure 01                    1364                          489                           51                            116                           168                           1                             825                           143                           20                            55                            68                            0                             286                           1111                          
Marietta 1A                   2924                          269                           50                            271                           18                            1                             609                           521                           48                            566                           17                            11                            1163                          1772                          
Marietta 2A                   1899                          481                           73                            541                           12                            0                             1107                          162                           42                            263                           5                             1                             473                           1580                          
Marietta 2B                   3580                          580                           92                            598                           6                             2                             1278                          554                           51                            743                           32                            3                             1383                          2661                          
Marietta 3A                   5009                          793                           141                           806                           17                            1                             1758                          724                           126                           1053                          34                            7                             1944                          3702                          
Marietta 4A                   1717                          550                           74                            536                           9                             1                             1170                          109                           26                            137                           2                             0                             274                           1444                          
Marietta 4B                   1701                          367                           80                            278                           26                            2                             753                           213                           42                            248                           17                            0                             520                           1273                          
Marietta 4C                   2359                          492                           101                           716                           62                            0                             1371                          178                           45                            319                           19                            1                             562                           1933                          
Marietta 5A                   2112                          173                           55                            161                           4                             0                             393                           280                           128                           283                           5                             2                             698                           1091                          
Marietta 5B                   2010                          181                           20                            96                            28                            4                             329                           407                           39                            368                           81                            9                             904                           1233                          
Marietta 6A                   1949                          89                            11                            61                            21                            0                             182                           273                           20                            254                           63                            5                             615                           797                           
Marietta 7A                   2667                          89                            10                            67                            13                            0                             179                           440                           30                            434                           63                            11                            978                           1157                          
Mars Hill 01                  2783                          1031                          131                           192                           355                           1                             1710                          234                           39                            77                            77                            0                             427                           2137                          
Mars Hill 02                  2325                          659                           62                            125                           271                           2                             1119                          307                           32                            94                            179                           1                             613                           1732                          
North Cobb 01                 1889                          540                           56                            75                            198                           1                             870                           315                           26                            72                            147                           2                             562                           1432                          
Nickajack 01                  3921                          560                           67                            167                           181                           2                             977                           779                           133                           580                           429                           8                             1929                          2906                          
Oakdale 01                    3234                          683                           141                           240                           221                           3                             1288                          544                           106                           370                           240                           1                             1261                          2549                          
Oregon 01                     1418                          393                           65                            183                           206                           0                             847                           123                           27                            129                           67                            0                             346                           1193                          
Oregon 03                     2758                          233                           66                            303                           24                            2                             628                           495                           36                            586                           41                            4                             1162                          1790                          
Oregon 05                     3173                          628                           84                            404                           181                           1                             1298                          459                           67                            554                           127                           1                             1208                          2506                          
Powers Ferry 01               2830                          683                           93                            350                           94                            2                             1222                          433                           60                            269                           66                            1                             829                           2051                          
Pine Mountain 01              2897                          925                           151                           466                           278                           2                             1822                          226                           27                            183                           98                            0                             534                           2356                          
Pine Mountain 02              2629                          893                           130                           621                           138                           4                             1786                          152                           41                            179                           28                            1                             401                           2187                          
Palmer 01                     2190                          281                           54                            63                            133                           0                             531                           150                           10                            66                            73                            1                             300                           831                           
Pitner 01                     2359                          772                           69                            112                           240                           2                             1195                          357                           32                            97                            137                           1                             624                           1819                          
Smyrna 1A                     3094                          387                           48                            93                            94                            5                             627                           795                           97                            361                           270                           4                             1527                          2154                          
Smyrna 2A                     4138                          523                           88                            178                           190                           3                             982                           928                           132                           518                           515                           4                             2097                          3079                          
Smyrna 3A                     5045                          273                           33                            74                            164                           2                             546                           368                           44                            179                           231                           2                             824                           1370                          
Smyrna 4A                     4989                          0                             0                             0                             0                             0                             0                             0                             0                             3                             1                             0                             4                             4                             
Smyrna 6A                     5054                          934                           188                           389                           348                           5                             1864                          779                           156                           567                           360                           6                             1868                          3732                          
Smyrna 7A                     5062                          51                            11                            20                            28                            0                             110                           45                            10                            31                            18                            0                             104                           214                           
Terrell Mill 01               4372                          622                           80                            220                           143                           5                             1070                          966                           69                            595                           273                           10                            1913                          2983                          
Vaughn 01                     2761                          891                           89                            233                           480                           2                             1695                          239                           37                            111                           148                           0                             535                           2230                          
Vinings 01                    1961                          448                           60                            114                           97                            1                             720                           355                           55                            222                           126                           2                             760                           1480                          
Vinings 02                    4920                          843                           145                           323                           276                           3                             1590                          977                           152                           493                           384                           1                             2007                          3597                          
Vinings 03                    3485                          669                           144                           229                           213                           1                             1256                          673                           118                           350                           275                           6                             1422                          2678                          
Vinings 04                    2995                          1013                          196                           188                           164                           3                             1564                          385                           78                            176                           166                           4                             809                           2373                          
Wade Green 02                 3798                          964                           110                           193                           332                           7                             1606                          671                           80                            284                           261                           0                             1296                          2902                          
